epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1193.22,0.54081,0.41393,1.09024,0.98778,0.97367,0.98441,0.87541,0.53857,0.38248,0.98989,0.0015644,0.0015644,0.0015644
68,1211.08,0.57312,0.43074,1.10094,0.97451,0.92118,0.97219,0.83982,0.5944,0.50398,1.03136,0.0015578,0.0015578,0.0015578
69,1228.96,0.55367,0.43645,1.09214,0.96418,0.97298,0.97424,0.84975,0.59061,0.41322,1.05479,0.0015512,0.0015512,0.0015512
70,1246.81,0.57021,0.4227,1.10242,0.96091,0.9759,0.97654,0.84114,0.61134,0.40325,1.02165,0.0015446,0.0015446,0.0015446
71,1264.68,0.54371,0.4059,1.08467,0.95262,0.9759,0.98033,0.8614,0.54541,0.39726,0.9818,0.001538,0.001538,0.001538
72,1282.56,0.53731,0.40073,1.09093,0.98555,0.91566,0.96733,0.84882,0.60226,0.4601,1.03319,0.0015314,0.0015314,0.0015314
73,1300.43,0.51969,0.39661,1.08719,0.94913,0.92771,0.95515,0.83838,0.60307,0.45685,1.06395,0.0015248,0.0015248,0.0015248
74,1318.28,0.54118,0.40949,1.10597,0.98774,0.97049,0.98321,0.87977,0.51084,0.37622,0.96213,0.0015182,0.0015182,0.0015182
75,1336.16,0.53522,0.40153,1.08282,0.98401,0.9759,0.97903,0.88015,0.54498,0.40395,0.97649,0.0015116,0.0015116,0.0015116
76,1354.05,0.52862,0.39453,1.07984,0.97019,0.95181,0.97583,0.84427,0.62534,0.42696,1.06586,0.001505,0.001505,0.001505
77,1371.9,0.52402,0.39296,1.08005,0.98677,0.9759,0.99177,0.87509,0.54252,0.37767,0.98551,0.0014984,0.0014984,0.0014984
78,1389.79,0.53505,0.41719,1.08904,0.96417,0.97264,0.98559,0.87551,0.54295,0.39185,0.9968,0.0014918,0.0014918,0.0014918
79,1407.69,0.52255,0.40693,1.07782,0.96366,0.96386,0.98047,0.83961,0.62052,0.42955,1.01897,0.0014852,0.0014852,0.0014852
80,1425.55,0.5266,0.38938,1.07561,0.9641,0.9759,0.98675,0.86983,0.54106,0.38216,0.98684,0.0014786,0.0014786,0.0014786
81,1443.44,0.52861,0.40439,1.07154,0.96312,0.94402,0.98074,0.86433,0.56098,0.37202,0.98664,0.001472,0.001472,0.001472
82,1461.32,0.50173,0.38061,1.06074,0.94241,0.98795,0.98351,0.874,0.55508,0.38419,1.01602,0.0014654,0.0014654,0.0014654
83,1479.19,0.5153,0.38625,1.0721,0.98379,0.96386,0.98514,0.86438,0.57712,0.40958,1.01872,0.0014588,0.0014588,0.0014588
84,1497.08,0.52384,0.39765,1.08143,0.97536,0.95379,0.99207,0.8685,0.55241,0.3932,0.98784,0.0014522,0.0014522,0.0014522
85,1514.91,0.5073,0.40001,1.07369,0.98566,0.93976,0.98145,0.84213,0.53208,0.4167,0.99183,0.0014456,0.0014456,0.0014456
86,1532.77,0.49741,0.37527,1.06389,0.95217,0.95951,0.97785,0.87472,0.52629,0.38893,0.95812,0.001439,0.001439,0.001439
87,1550.62,0.51759,0.3897,1.07734,0.96884,0.9759,0.98373,0.88479,0.50804,0.3964,0.96723,0.0014324,0.0014324,0.0014324
88,1568.52,0.49914,0.38161,1.06043,0.97582,0.97258,0.98346,0.87819,0.51646,0.38959,0.94646,0.0014258,0.0014258,0.0014258
89,1586.36,0.50115,0.3735,1.07208,0.9876,0.95936,0.97919,0.88241,0.51482,0.41001,0.93916,0.0014192,0.0014192,0.0014192
90,1604.23,0.51134,0.38757,1.06984,0.97482,0.9759,0.98139,0.88992,0.47163,0.36209,0.93022,0.0014126,0.0014126,0.0014126
91,1622.25,0.49422,0.36509,1.05933,1,0.97343,0.98461,0.88951,0.4857,0.35323,0.94017,0.001406,0.001406,0.001406
92,1640.11,0.5059,0.38431,1.07096,0.97582,0.9725,0.98374,0.87078,0.51913,0.35408,0.96303,0.0013994,0.0013994,0.0013994
93,1657.98,0.50298,0.38217,1.06446,0.97401,0.96386,0.97314,0.87386,0.52235,0.39533,0.96202,0.0013928,0.0013928,0.0013928
94,1675.9,0.49662,0.36545,1.06665,0.98576,0.9759,0.98462,0.88905,0.48968,0.32951,0.9345,0.0013862,0.0013862,0.0013862
95,1693.77,0.48966,0.36992,1.06661,0.98408,0.95181,0.9859,0.87923,0.53342,0.35666,0.98566,0.0013796,0.0013796,0.0013796
96,1711.62,0.53663,0.4202,1.09361,0.96445,0.98795,0.98777,0.90627,0.48412,0.32632,0.944,0.001373,0.001373,0.001373
97,1729.54,0.48348,0.36572,1.06012,0.97535,0.95363,0.97708,0.87498,0.51165,0.38572,0.95985,0.0013664,0.0013664,0.0013664
98,1747.39,0.49616,0.36974,1.06098,0.96813,0.96386,0.98827,0.88564,0.51842,0.35545,0.96809,0.0013598,0.0013598,0.0013598
99,1765.21,0.49811,0.3711,1.0661,0.96379,0.96386,0.9834,0.84196,0.51683,0.40652,0.98142,0.0013532,0.0013532,0.0013532
100,1783.09,0.50608,0.37603,1.07577,0.9759,0.97565,0.97739,0.89395,0.48046,0.35031,0.9551,0.0013466,0.0013466,0.0013466
101,1800.97,0.49395,0.36476,1.05396,0.98778,0.97428,0.99044,0.89142,0.49157,0.35149,0.95412,0.00134,0.00134,0.00134
102,1818.84,0.48732,0.36739,1.05446,0.98898,0.96386,0.98585,0.8892,0.49975,0.36841,0.94883,0.0013334,0.0013334,0.0013334
103,1836.72,0.48037,0.37026,1.04607,0.96131,0.95181,0.98373,0.88971,0.48549,0.35306,0.92944,0.0013268,0.0013268,0.0013268
104,1854.59,0.48375,0.36397,1.05795,0.97456,0.96386,0.98573,0.89976,0.46759,0.34522,0.91588,0.0013202,0.0013202,0.0013202
105,1872.47,0.48368,0.35524,1.0637,0.9877,0.96788,0.98143,0.89653,0.47157,0.35145,0.92212,0.0013136,0.0013136,0.0013136
106,1890.34,0.48365,0.36214,1.04903,0.97157,0.9759,0.97516,0.87798,0.47372,0.38689,0.95011,0.001307,0.001307,0.001307
107,1908.22,0.4865,0.36283,1.05477,0.99765,0.9759,0.97918,0.88722,0.49935,0.37421,0.97128,0.0013004,0.0013004,0.0013004
108,1926.12,0.49827,0.37607,1.06126,0.98776,0.97264,0.98458,0.90244,0.48562,0.34566,0.95462,0.0012938,0.0012938,0.0012938
109,1944.02,0.4681,0.3546,1.0405,0.97587,0.97463,0.98889,0.91198,0.47496,0.3485,0.92084,0.0012872,0.0012872,0.0012872
110,1962.04,0.4629,0.35583,1.04607,0.99913,0.9759,0.97895,0.87561,0.49175,0.36344,0.96902,0.0012806,0.0012806,0.0012806
111,1979.9,0.48075,0.36735,1.05429,0.96301,0.9759,0.98104,0.8995,0.45408,0.3456,0.94838,0.001274,0.001274,0.001274
112,1997.75,0.47288,0.35562,1.05251,1,0.94975,0.99,0.90537,0.45205,0.33839,0.92321,0.0012674,0.0012674,0.0012674
113,2015.59,0.45653,0.34732,1.03362,0.97561,0.96376,0.98228,0.88964,0.47471,0.38758,0.91921,0.0012608,0.0012608,0.0012608
114,2033.48,0.46129,0.35637,1.03301,0.96411,0.97094,0.98258,0.89579,0.47466,0.351,0.92771,0.0012542,0.0012542,0.0012542
115,2051.34,0.46079,0.35429,1.03962,0.95283,0.97344,0.98452,0.88821,0.48036,0.35142,0.92843,0.0012476,0.0012476,0.0012476
116,2069.25,0.46301,0.34243,1.04189,0.98779,0.97481,0.97815,0.90872,0.45646,0.34663,0.90761,0.001241,0.001241,0.001241
117,2087.18,0.45045,0.34199,1.03855,0.99452,0.9759,0.98247,0.89027,0.46531,0.35244,0.92575,0.0012344,0.0012344,0.0012344
118,2105.06,0.46072,0.35372,1.03895,0.98235,0.96386,0.97749,0.90189,0.46735,0.3345,0.92737,0.0012278,0.0012278,0.0012278
119,2123,0.45457,0.34272,1.03497,0.97774,0.96386,0.98075,0.91063,0.45152,0.33531,0.9314,0.0012212,0.0012212,0.0012212
120,2140.88,0.44529,0.34241,1.02766,0.98777,0.97336,0.97677,0.88277,0.49422,0.3628,0.94109,0.0012146,0.0012146,0.0012146
121,2158.8,0.44283,0.33491,1.03089,1,0.97505,0.98063,0.90292,0.46024,0.3241,0.90608,0.001208,0.001208,0.001208
122,2176.74,0.4434,0.34356,1.03257,0.9975,0.9759,0.98839,0.90154,0.48515,0.32642,0.93142,0.0012014,0.0012014,0.0012014
123,2194.61,0.45058,0.33736,1.02507,0.97376,0.96386,0.9905,0.88955,0.51285,0.35515,0.96987,0.0011948,0.0011948,0.0011948
124,2212.45,0.45231,0.34129,1.03846,0.98769,0.96666,0.99246,0.90147,0.44906,0.32052,0.9222,0.0011882,0.0011882,0.0011882
125,2230.29,0.43959,0.32415,1.02448,0.99779,0.9759,0.98282,0.91185,0.47479,0.33398,0.94162,0.0011816,0.0011816,0.0011816
126,2248.12,0.44995,0.3412,1.03177,0.99899,0.9759,0.98877,0.91414,0.49319,0.33421,0.9455,0.001175,0.001175,0.001175
127,2266.09,0.44874,0.33474,1.03913,0.98779,0.97495,0.99042,0.91828,0.46832,0.32362,0.92107,0.0011684,0.0011684,0.0011684
128,2284.11,0.45172,0.35431,1.03025,0.96205,0.9759,0.98904,0.90209,0.46186,0.31758,0.9114,0.0011618,0.0011618,0.0011618
129,2302.01,0.44584,0.33618,1.03368,0.98637,0.9759,0.98972,0.90441,0.47585,0.33074,0.94642,0.0011552,0.0011552,0.0011552
130,2319.92,0.44113,0.33536,1.02848,0.98598,0.98795,0.99038,0.90413,0.47236,0.32574,0.92374,0.0011486,0.0011486,0.0011486
131,2337.82,0.46225,0.35634,1.04578,0.97451,0.9759,0.97622,0.90771,0.44513,0.32611,0.92392,0.001142,0.001142,0.001142
132,2355.72,0.44084,0.33684,1.03328,0.97243,0.9759,0.98483,0.90046,0.47516,0.3332,0.93794,0.0011354,0.0011354,0.0011354
133,2373.6,0.45125,0.34232,1.03219,0.99621,0.9759,0.9791,0.88945,0.48521,0.34794,0.95924,0.0011288,0.0011288,0.0011288
134,2391.47,0.4462,0.32874,1.02795,0.99384,0.9759,0.98093,0.91861,0.43545,0.32784,0.92255,0.0011222,0.0011222,0.0011222
135,2409.34,0.43573,0.3243,1.02662,0.9878,0.97579,0.98364,0.90096,0.45556,0.31872,0.92721,0.0011156,0.0011156,0.0011156
136,2427.22,0.43243,0.33077,1.02973,0.97221,0.9759,0.97937,0.91301,0.47036,0.35199,0.93193,0.001109,0.001109,0.001109
137,2445.07,0.43563,0.33044,1.01699,0.97566,0.96577,0.98015,0.92248,0.43402,0.33645,0.92592,0.0011024,0.0011024,0.0011024
138,2462.98,0.43472,0.33078,1.03106,0.9722,0.9759,0.98363,0.89983,0.49232,0.36849,0.96348,0.0010958,0.0010958,0.0010958
139,2480.85,0.43155,0.31679,1.01385,0.96005,0.9759,0.98289,0.90159,0.46383,0.35268,0.92635,0.0010892,0.0010892,0.0010892
140,2498.74,0.42775,0.32227,1.01544,0.97806,0.9759,0.97891,0.88169,0.49506,0.35833,0.94623,0.0010826,0.0010826,0.0010826
141,2516.61,0.43627,0.32109,1.0264,1,0.97472,0.98398,0.88995,0.50241,0.35188,0.93959,0.001076,0.001076,0.001076
142,2534.5,0.41861,0.31915,1.01047,0.9638,0.96241,0.97922,0.8999,0.49934,0.34565,0.93879,0.0010694,0.0010694,0.0010694
143,2552.36,0.43552,0.32545,1.023,0.97554,0.96123,0.98575,0.91016,0.46099,0.33964,0.91887,0.0010628,0.0010628,0.0010628
144,2570.23,0.42931,0.32034,1.02069,0.99708,0.9759,0.98858,0.9098,0.45679,0.33116,0.91531,0.0010562,0.0010562,0.0010562
145,2588.1,0.43075,0.32214,1.02727,0.99342,0.9759,0.98753,0.92026,0.43832,0.33013,0.92604,0.0010496,0.0010496,0.0010496
146,2605.94,0.41851,0.31955,1.01543,0.99804,0.9759,0.98671,0.90979,0.46107,0.3338,0.93323,0.001043,0.001043,0.001043
147,2623.78,0.43149,0.32771,1.0256,0.9746,0.96386,0.98355,0.91404,0.43642,0.33244,0.89848,0.0010364,0.0010364,0.0010364
148,2641.67,0.42295,0.31264,1.02337,0.98701,0.9759,0.98031,0.91896,0.4292,0.31509,0.88862,0.0010298,0.0010298,0.0010298
149,2659.54,0.42677,0.32817,1.01968,0.99814,0.9759,0.98918,0.91735,0.4565,0.31774,0.91241,0.0010232,0.0010232,0.0010232
150,2677.38,0.4222,0.31748,1.0121,0.99701,0.9759,0.9832,0.91208,0.44101,0.35483,0.88559,0.0010166,0.0010166,0.0010166
151,2695.26,0.41571,0.30323,1.00684,0.98751,0.95252,0.98216,0.90697,0.46183,0.39171,0.90025,0.00101,0.00101,0.00101
152,2713.1,0.41209,0.31853,1.01462,0.98779,0.97472,0.98321,0.90012,0.45723,0.34503,0.90362,0.0010034,0.0010034,0.0010034
153,2731,0.4185,0.30721,1.01949,0.98777,0.97274,0.98301,0.9001,0.44958,0.33133,0.91889,0.0009968,0.0009968,0.0009968
154,2748.89,0.42006,0.32236,1.01988,0.99613,0.9759,0.98869,0.93142,0.42343,0.29415,0.91568,0.0009902,0.0009902,0.0009902
155,2766.84,0.4269,0.32012,1.02085,0.9973,0.9759,0.98236,0.90465,0.45656,0.31811,0.90245,0.0009836,0.0009836,0.0009836
156,2784.69,0.41799,0.31628,1.01428,0.97378,0.9759,0.98724,0.91022,0.44666,0.32388,0.92557,0.000977,0.000977,0.000977
157,2802.59,0.41066,0.30239,1.00822,0.98775,0.97145,0.98707,0.9205,0.43458,0.32286,0.90796,0.0009704,0.0009704,0.0009704
158,2820.46,0.39881,0.30266,1.00639,0.98472,0.96386,0.98008,0.89517,0.45885,0.34541,0.92677,0.0009638,0.0009638,0.0009638
159,2838.31,0.41158,0.31801,1.0192,0.997,0.9759,0.98638,0.90608,0.42915,0.32978,0.92852,0.0009572,0.0009572,0.0009572
160,2856.2,0.41257,0.31266,1.0085,0.97457,0.96386,0.97405,0.90369,0.46031,0.32937,0.90781,0.0009506,0.0009506,0.0009506
161,2874.04,0.39522,0.30269,1.00154,0.99785,0.9759,0.98392,0.91108,0.46572,0.32083,0.95288,0.000944,0.000944,0.000944
162,2891.89,0.40746,0.30938,0.9981,0.99496,0.9759,0.98774,0.90908,0.47826,0.33083,0.97334,0.0009374,0.0009374,0.0009374
163,2909.75,0.40893,0.32007,1.01257,0.98631,0.9759,0.98807,0.92718,0.4104,0.31556,0.88323,0.0009308,0.0009308,0.0009308
164,2927.63,0.40412,0.2994,1.00678,0.99496,0.9759,0.98959,0.9277,0.44363,0.33119,0.91578,0.0009242,0.0009242,0.0009242
165,2945.46,0.39714,0.29886,0.99914,0.9985,0.9759,0.98327,0.9029,0.48573,0.35423,0.93098,0.0009176,0.0009176,0.0009176
166,2963.27,0.39147,0.29386,1.00112,0.982,0.9759,0.98788,0.91145,0.45979,0.34756,0.92543,0.000911,0.000911,0.000911
167,2981.14,0.39407,0.2959,1.00279,0.98776,0.9723,0.98861,0.91661,0.43618,0.3351,0.90488,0.0009044,0.0009044,0.0009044
168,2998.99,0.40258,0.30874,1.0084,0.9855,0.96386,0.98098,0.90393,0.43325,0.31562,0.91113,0.0008978,0.0008978,0.0008978
169,3016.84,0.39219,0.30004,0.99593,0.9631,0.9759,0.98681,0.91436,0.44724,0.32631,0.9255,0.0008912,0.0008912,0.0008912
170,3034.69,0.39358,0.29419,0.99551,0.98565,0.96386,0.98142,0.90178,0.45872,0.33161,0.92438,0.0008846,0.0008846,0.0008846
171,3052.55,0.40252,0.30478,1.00221,0.98759,0.9588,0.98127,0.9094,0.45983,0.32943,0.9109,0.000878,0.000878,0.000878
172,3070.43,0.38215,0.29428,1.00171,0.9878,0.97521,0.98729,0.91221,0.46637,0.32618,0.92663,0.0008714,0.0008714,0.0008714
173,3088.27,0.38202,0.28955,0.99477,0.99879,0.9759,0.98191,0.91367,0.42415,0.31444,0.89579,0.0008648,0.0008648,0.0008648
174,3106.14,0.39817,0.30058,1.00925,0.97568,0.9759,0.98271,0.90449,0.41356,0.3187,0.89653,0.0008582,0.0008582,0.0008582
175,3124.01,0.38306,0.28803,0.99315,0.98373,0.9759,0.9796,0.90575,0.45677,0.31755,0.91522,0.0008516,0.0008516,0.0008516
176,3141.87,0.3899,0.29245,1.00131,0.99827,0.9759,0.98984,0.90885,0.42577,0.30807,0.9047,0.000845,0.000845,0.000845
177,3159.71,0.38687,0.30623,1.00329,0.99129,0.96386,0.9846,0.91508,0.43698,0.29831,0.90075,0.0008384,0.0008384,0.0008384
178,3177.57,0.37907,0.29513,0.99001,0.99534,0.9759,0.98614,0.91301,0.46243,0.33329,0.92558,0.0008318,0.0008318,0.0008318
179,3195.42,0.38762,0.29173,0.99166,0.99349,0.9759,0.98358,0.89241,0.4636,0.32403,0.91648,0.0008252,0.0008252,0.0008252
180,3213.29,0.38749,0.29249,1.00408,0.98756,0.9759,0.98247,0.90937,0.4383,0.31665,0.90299,0.0008186,0.0008186,0.0008186
181,3231.16,0.38444,0.28774,0.99604,1,0.96906,0.98362,0.92599,0.42633,0.31039,0.90018,0.000812,0.000812,0.000812
182,3249.01,0.37464,0.28825,0.99254,0.98316,0.9759,0.98392,0.90689,0.42608,0.31001,0.89986,0.0008054,0.0008054,0.0008054
183,3266.88,0.38336,0.29053,0.99497,0.99507,0.9759,0.99143,0.91672,0.43517,0.28896,0.91222,0.0007988,0.0007988,0.0007988
184,3284.79,0.38187,0.29197,1.00025,0.98434,0.9759,0.99026,0.91755,0.4592,0.31661,0.90929,0.0007922,0.0007922,0.0007922
185,3302.67,0.38752,0.29285,1.00449,0.98659,0.9759,0.98905,0.90972,0.46186,0.31925,0.9146,0.0007856,0.0007856,0.0007856
186,3320.55,0.37566,0.29485,0.98602,0.98553,0.9759,0.98723,0.91243,0.42809,0.30822,0.88165,0.000779,0.000779,0.000779
